MDB::ID_MDB;MDB::Name;MDB::Zusatz;MDB::APP_Subtitel;MDB::Anz_StrasseHausNr;MDB::PLZ;MDB::Stadt;MDB::Bezirk;MDB::App_Phone;MDB::eMail_öffentlich;MDB::URL;MDB::Aus_Fahrverbindung;Öffnungszeiten;MDB::App_Breitengrad;MDB::App_Längengrad;MDB::Filiale;Edition_Kapitel;Edition_Rubriken;Edition_Text;Altersgruppe;APP_Bildbenennung;APP_Fotograf;MDB::APP_Typ
10146;Museum für Naturkunde;;;Invalidenstraße 43;10115;Berlin;Mitte;030 20938591;;www.naturkundemuseum-berlin.de;U-Bhf. Naturkundemuseum;Di-Fr 9.30-18 Uhr, Sa+So, Feiertage 10-18 Uhr;52,529616;13,380087;;Kultur + Wissenschaft;Museum;"Die Wunderwelten unseres Planeten präsentieren sich den Besuchern in der unfassbaren Größe eines Dinosaurierskeletts ebenso wie im mikroskopischen Detail eines Kleinstorganismus. Die Reise durch die Ausstellung führt von der Entstehung des Kosmos bis hin zur Vorausschau auf das ökologische Gleichgewicht unserer Erde. Kindergeburtstage können hier im Rahmen einer ""Ausgrabungsparty"", einer ""Bastelparty"" oder einer Geburtstagsführung gefeiert werden.  ";;tip_10146.jpg;Museum für Naturkunde, Berlin;adress
10179;Planetarium am Insulaner;der Wilhelm-Foerster-Sternwarte;;Munsterdamm 90;12169;Berlin;Steglitz;030 7900930;;www.planetarium-berlin.de;S-Bhf. Priesterweg, Bus 187, M76, 170, X76;"veranstaltungsabhängig; Bürozeiten: Mo-Fr 9-14 Uhr";52,45863;13,34909;;Kultur + Wissenschaft;Planetarien + Sternwarten;"Die Jüngeren erleben den Himmel spielend mit Programmen wie ""Peterchens Mondfahrt"", die Grundschüler lernen anschaulich am künstlichen Himmel, wie Jahreszeiten auf der Erde oder die Mondphasen entstehen. Höheren Klassen werden mit den Grundlagen astronomischer Forschung vertraut gemacht. Aber auch Erwachsene dürfen hier gerne mal durchs Fernrohr gucken!";;tip_10179.jpg;;adress
10178;Zeiss-Großplanetarium;;;Prenzlauer Allee 80;10405;Berlin;Prenzlauer Berg;030 4218450;;www.astw.de, www.sdtb.de;S-Bhf. Prenzlauer Allee, Tram M2;Di-Fr 9-12 Uhr + 13-16 Uhr, Fr 16-21.30 Uhr, Sa 14-21 Uhr, So 14-21 Uhr;52,54294;13,42784;;Kultur + Wissenschaft;Planetarien + Sternwarten;Kinderaugen, die nachts in den Sternenhimmel blicken, beginnen schnell zu träumen: Von Peterchens Mondfahrt, dem kleinen Prinzen und Luke Skywalker. Im Planetarium an der Prenzlauer Allee ist die Kuppel mit Sternen bespannt, so ist dieser Ort auch an bewölkten Nächten eine sprichwörtliche Projektionsfläche für Träume. Regelmäßig finden unter dem blinkenden Firmament  Veranstaltungen für Kinder und Jugendliche statt. ;ab 5 Jahre;tip_10178.jpg;SDTB Arndt;adress
10158;Die Schaubude;Theater. PuppenFigurenObjekte;;Greifswalder Straße 81-84;10405;Berlin;Prenzlauer Berg;030 4234314;;www.schaubude-berlin.de;S-Bhf. Greifswalder Straße, Tram M4;Kasse: ab eine Stunde vor Vorstellungsbeginn, Sekretariat Mo-Fr 11.00-17.00;52,5408171;13,4388983;;Kultur + Wissenschaft;Theater + Konzerthäuser;"Die Schaubude ist die zentrale Spielstätte für Puppen-, Figuren- und Objekttheater in Berlin mit einem wöchentlich wechselnden Kinderprogramm für Zuschauer zwischen zwei und 14 Jahren. Geburtstagskinder bekommen eine Freikarte! 
Ein Besonderes Highlight 2013 ist das internationale Puppentheaterfestival im Oktober. ";;tip_10158.jpg;;adress
11545;Figurentheater Grashüpfer;;;Puschkinallee 16a;12435;Berlin;Treptow;030 53695150;;www.theater-grashuepfer.de;S-Bhf. Treptower Park, Bus 166, 265;Büro: Mo-Fr 9-15 Uhr, Vorstellungen programmabhängig;52,49164;13,46647;;Kultur + Wissenschaft;Theater + Konzerthäuser;Mitten im Grünen, mal drinnen mal draußen können die Kleinen, aber auch die Großen Theater erleben und im Anschluss auch selber aktiv werden: Verkleiden, Masken bemalen oder Fingerpuppen basteln ist inzwischen schon zur Tradition geworden. Ein einmaliges Erlebnis bieten die Märchenabende in der Jurte am Feuer. Geburtstagkinder haben die Wahl zwischen verschiedenen tollen Märchengeburtstagen oder einer Schnitzeljagd durch den Treptower Park.;;tip_11545.jpg;;adress
10165;Grips Theater;;;Altonaer Straße 22;10557;Berlin;Tiergarten;030 39747477;;www.grips-theater.de;;Vorstellungen programmabhängig, Kasse: Mo-Fr 12-18 Uhr, Sa+So 11-17 Uhr;52,51903;13,34074;Grips Mitte im Podewils’schen Palais, Klosterstraße 68 (Mitte), Tel. 39 74 74 77;Kultur + Wissenschaft;Theater + Konzerthäuser;"""GRIPS ist Vernunft mit Witz; es ist Denken, das Spaß macht."" Diese Selbstbeschreibung trifft genau ins Schwarze für eines der berühmtesten Kinder- und Jugendtheater der Welt. Seinen Ruf hat sich das GRIPS Theater in seinem nunmehr 25-jährigen Bestehen auch wohlverdient. Gespielt werden ausschließlich Eigenproduktionen, die selbst schon zu Klassikern avanciert sind: GRIPS-Stücke wurden bereits über 2000 Mal in über 50 Ländern aller Erdteile nachinszeniert. ";;tip_10165.jpg;Grips, Foto: Jan Schenk;adress
10417;Hans Wurst Nachfahren;Theater am Winterfeldtplatz;;Gleditschstraße 5;10781;Berlin;Schöneberg;030 2167925;;www.hans-wurst-nachfahren.de;U-Bhf. Nollendorfplatz, Bus N48;Kasse/Büro: Mo-Fr 9-16 Uhr, Kindervorstellungen: Di-Fr 10 Uhr, Sa+So 10 + 16 Uhr, Abendvorstellungen: Fr+Sa 20 Uhr;52,4963007;13,3549531;;Kultur + Wissenschaft;Theater + Konzerthäuser;Seit 30 Jahren wird hier gut gelauntes und anspruchsvolles Theater inszeniert, bei dem sechs verschiedene Puppentechniken und Live-Musik zum Einsatz kommen. Neben Kinderklassikern auf Deutsch, Englisch und Französisch stehen auch Stücke zu aktuellen Themen und Werke für Erwachsene auf dem Programm. ;;tip_10417.jpg;;adress
10602;Komische Oper;;;Behrenstraße 55-57;10117;Berlin;Mitte;030 47997400;info@komische-oper-berlin.de;www.komische-oper-berlin.de;U+S-Bhf. Brandenburger Tor, U-Bhf. Französische Straße, S-Bhf. Unter den Linden, Bus N5, N6;"Tageskasse Mo-Sa 11-19 Uhr, So 13-16 Uhr; Abendkasse 1 Std. vor Vorstellungsbeginn; Vorstellungen programmabhängig";52,51572;13,38709;;Kultur + Wissenschaft;Theater + Konzerthäuser;Von den Berliner Opernhäusern ist die Komische Oper die kinderfreundlichste. Pro Spielzeit gibt es eine Kinderopernpremiere sowie eine spezielle Konzertreihe für Kinder.  Um junge Opernfreunde in die Welt des Musiktheaters einzuführen, werden zu allen auf dem Spielplan stehenden Opern kostenlose Einführungsworkshops angeboten. Denn: Oper soll Spaß machen und begeistern.;;tip_10602.jpg;Monika Rittershaus;adress
30510;Märchenhütte;;;Monbijoustraße, gegenüber vom Bode-Museum;10117;Berlin;Mitte;030 288866999;info@hexenkessel-hoftheater.de;www.maerchenhuette-berlin.de;S-Bhf. Hackescher Markt, Oranienburger Strasse, Bus 147, Tram M1, M4, M5, M6, 12;"nur im Winter; siehe Spielplan
";52,522593;13,394478;;Kultur + Wissenschaft;Theater + Konzerthäuser;"Jeden Winter werden die Grimmschen Helden im Monbijoupark zum Leben erweckt. In mittlerweile zwei Hütten haben Rund 30 schillernde Märchenfiguren den Zuschauern ab vier Jahren so einiges zu erzählen: Da lässt eine ihr langes Haar herunter, eine wird wach geküsst,  der nächste erschlägt 7 auf einen Streich.. Aber Achtung: nicht alle Vorstellungen sind ganz jugendfrei! 
";;tip_30510.jpg;Heinrich Hermes;adress
38207;Murkelbühne;;;Greifswalder Straße 88;10409;Berlin;Prenzlauer Berg;030 4483354;info@murkelbuehne.de;www.spiel-doch-selber.de;S-Bhf. Greifswalder Straße, Tram M4;;52,54239;13,44145;;Kultur + Wissenschaft;Theater + Konzerthäuser;Selbst spielen ist die Devise! In unterschiedlichen Kursen, Workshops und Ensembles erarbeiten rund 150 Kinder und Jugendliche zwischen 4 und 20 Jahren gemeinsam großartiges Theater. Um das tolle Programm fortsetzen zu können, hofft die Murkelbühne aktuell auf finanzielle Unterstützung durch Theaterpaten.;;tip_38207.jpg;Leena Silberstein;adress
33444;O2 World;;;Mühlenstraße 12-30;10243;Berlin;Friedrichshain;01803 206070;;www.o2world.de;U+S-Bhf. Warschauer Straße, S-Bhf. Ostbahnhof, Tram M10;;52,5044542;13,4417725;;Kultur + Wissenschaft;Theater + Konzerthäuser;;;tip_33444.jpg;O2 World;adress
23848;Theater Jaro;;;Schlangenbader Straße 30;14197;Berlin;Wilmersdorf;030 3410442;mail@theater-jaro.de;www.theater-jaro.de;U-Bhf. Bismarckstraße, Bus M45, 109, 309;siehe Spielplan;52,4717;13,30756;;Kultur + Wissenschaft;Theater + Konzerthäuser;"Die Wurzeln des Theaters Jaro liegen in Osteuropa, und das hört man auch: Die lustigen Stücke, Mischungen aus Puppen- und Schauspiel, sind stets mit viel Live-Musik auf dem Akkordeon untermalt. 
Wer davon nicht genug kriegen kann, der nimmt sich einfach eine der vielen tollen, selbstproduzierten Hörspiel-CDs mit nach Hause. Das angrenzend an drei Spielplätze gelegene Theater eignet sich auch gut für eine Geburtstagsfeier, die auf Wunsch professionell animiert wird. ";;tip_23848.jpg;Theater Jaro;adress
32578;Varia Vineta;Theater Kultur Café;;Berliner Straße 53;13189;Berlin;Pankow;030 43723244;info@variavineta.de;www.varia-vineta.de;U+S-Bhf. Pankow, U-Bhf. Vinetastraße, Bus X54, M27, 107, 155, 250, 255;Spielzeiten: Do+Fr ab 16 Uhr, Sa+So 11+16 Uhr ;52,55849;13,41301;;Kultur + Wissenschaft;Theater + Konzerthäuser;Varia Vineta steht für lustiges und traditionelles Kindertheater, das Märchenklassiker inszeniert und Kinder ab 3 Jahren in Theaterkursen selbst auf die Bühne lockt. Für die geneigte Geburtstagsgesellschaft wird das dreistündige Programm ein ganz schönes Theater, während die Eltern sich entspannt zurücklehnen.;;tip_32578.jpg;;adress
33677;Café Schönhausen;liebevoll und hausgemacht;;Florastraße 27;13187;Berlin;Pankow;030 42004536;info@schoen-hausen.de;www.schoen-hausen.de;U+S-Bhf. Pankow, Tram M27;tgl. 10-18 Uhr;52,56539;13,40379;;Essen + Trinken;Eltern-Kind-Cafés;Das Schönhausen ist ein wahres Mutterschiff des Familienprogramms im Flora-Kiez: Von der Buttermilchwaffel bis zur Quiche süß und herzhaft schmausen, Veranstaltungen von Fasching bis Weihnachten, und natürlich die bunten Kiezfeste. Im eigenen Laden findet man Handgefertigtes aus Pankow zu kaufen. Und wer Geburtstag hat, um den wird sich hier gebührend gekümmert. Hier ist Platz für eine Fete mit lustigem Gemüsegesichtermenü, Basteln, Schminken und Theater! So kommt man gerne wieder her.  ;;tip_33677.jpg;Café Schönhausen;adress
37894;Emma & Paul;Familiencafé;;Gleditschstr. 47;10781;Berlin;Schöneberg;030 23628368;post@emma-paul.de;www.emma-paul.de;U-Bhf. Kleistpark, Bus M19, M48, M85, 104, 106, 187, 204;Mo-Fr 9.30-18 Uhr, Sa+Sp 10-18 Uhr;52,49252;13,35547;;Essen + Trinken;Eltern-Kind-Cafés;Das Laufrad und den Kinderwagen im Innenhof geparkt und rein ins Emma & Paul! Hier kann man sich lecker   mit einer großen Frühstücksauswahl mit einigen warmen Speisen, Suppen und Nudelgerichten stärken. Die Spielecke sorgt dabei für sorglos-bunten Zeitvertreib! Gerne können einzelne Tische oder gleich der ganze Laden für die nächste Geburtstagsfeier reserviert werden. Auch ein Blick auf die Webseite lohnt sich: Es gibt immer wieder kinderfreundliche Veranstaltungen. ;;tip_37894.jpg;Sebastian Rieder, www.pixelshare.de;adress
37942;Kindercafé Rappelkiste;;;Müggelstraße 11a;10247;Berlin;Friedrichshain;030 95624527;info@rappelkiste-cafe.com;www.rappelkiste-cafe.com;U+S-Bhf. Frankfurter Allee, Bus 240, Tram M13, 16, 21;Mo-Fr 9.30-18 Uhr, So 9.30-18 Uhr (Oktober-Mai);52,51159;13,47022;;Essen + Trinken;Eltern-Kind-Cafés;Direkt am Friedrichshainer Traveplatz gelegen bietet die Rappelkiste für Kleine und Große ein rundes Programm: Natürlich kann man sich hier sowohl mit Babybrei als auch mit leckeren Sandwiches und anderen Spezereien vollfuttern. Aber auch für Musikkurse, Englisch für Kinder, Puppentheater und natürlich konfettibunte Geburtstagsfeiern ist hier Platz. Neuerdings gibt es auch eine Ecke mit Kinderklamotten von Friedrichshainer Designerinnen.;;tip_37942.jpg;Norman Briewig;adress
37665;Kinderwirtschaft;;;Schreinerstr. 15;10247;Berlin;Friedrichshain;030 42025259;yve@kinder-wirtschaft.de;www.kinder-wirtschaft.de;U-Bhf. Samariterstraße;tgl. 10-19 Uhr;52,5170681;13,4664121;;Essen + Trinken;Eltern-Kind-Cafés;Dieses Spiel- und Tobeparadies ist ideal für die Geburtstagsfeier, wenn man mal keine Lust hat eine Horde Schokoladenmäuler zu füttern, zu bespielen und hinter ihnen aufzuräumen. Das Team der Kinderwirtschaft kümmert sich gekonnt um Kuchen, Kakao – und natürlich Kinder. Aber nicht nur ein Mal pro Jahr, sondern auch über den Sommer. Das Angebot für Ferienkurse ist einen Blick wert. ;;tip_37665.jpg;Kinderwirtschaft;adress
28875;Paul & Paula;;;Richard-Sorge-Straße 25;10249;Berlin;Friedrichshain;030 42089440;info@paul-und-paula.de;www.paul-und-paula.de;U-Bhf. Weberwiese, Tram M10;Mo-Fr 10-18.30 Uhr, Sa 10-16 Uhr;52,5208;13,44805;;Essen + Trinken;Eltern-Kind-Cafés;Ein Stück Torte statt vieler Worte! Im Eltern-Kind-Café kann man sich es mit vollem Mund gut gehen lassen. Eine Spielecke für die Kleinsten ist eine willkommene Abwechslung, wenn sich die Eltern mal in Ruhe dem Kuchen widmen wollen. Aber vor allem das regelmäßige Puppentheater, das reiche Kursangebot und die Haarschneide-Nachmittage sind ein wirklich tolles Programm. Immer Samstags ist Geburtstagstag! Vielleicht ist der nächste deiner ...;;tip_28875.jpg;;adress
34911;Chipps;Serious Eating;;Jägerstraße 35;10117;Berlin;Mitte;030 36444588;happy@chipps.de;www.chipps.de | www.kidzwantcookies.com;U-Bhf. Hausvogteiplatz;Mo-Fr ab 8 Uhr, Sa+So ab 9 Uhr;52,51443;13,39752;;Essen + Trinken;Kinderfreundliche Gastronomie;"""Kidz want Cookies"" ist die Veranstaltungsreihe für den Nachwuchs im Restaurant CHIPPS. Hier können die Kleinen mal Drachen basteln, mal Weihnachtskekse backen. Aber das ist nicht alles: Sieben Tage die Woche frische Küche mit Fokus auf saisonalen und regionalen Zutaten – das CHiPPS überzeugt durch qualitativ hochwertige und hausgemachte vegetarische Gerichte, die der ganzen Familie schmecken. ";;tip_34911.jpg;Chipps No 1;adress
42207;Mami Camilla;;;Hufelandstraße 36;10407;Berlin;Prenzlauer Berg;030 40981537;info@mamicamilla.de;/www.mamicamilla.de;Bus 200;;52,53058;13,43446;;Essen + Trinken;Kinderfreundliche Gastronomie;Nach dem Parkspaziergang im Volkspark Friedrichshain darf man frohen Mutes mit einem Hungergefühl die Hufelandstraße hinunterlaufen. Denn hier wartet Biagio Longo mit seiner neapoletanischen Küche auf, und das bedeutet nur Gutes: Pizzen, könnerhaft zubereitete Fleischspeisen, hausgemachte Cannelloni und natürlich ein meisterlicher Kaffee. Wie man Kinder satt und  glücklich macht, haben die Betreiber zu Hause selbst geübt und diese Erfahrung geben sie gerne weiter. ;;tip_42207.jpg;Dorothea Boettcher;adress
14096;Schleusenkrug;;;Müller-Breslau-Straße, an der Tiergartenschleuse;10623;Berlin;Charlottenburg;030 3139909;kontakt@schleusenkrug.de;www.schleusenkrug.de;U+S-Bhf. Zoologischer Garten, S-Bhf. Tiergarten, Bus M46, N1, N2, N9, N10, N26;tgl. 10-24 Uhr;52,5117197;13,3364984;;Essen + Trinken;Kinderfreundliche Gastronomie;Dieser Biergarten ist am besten mit dem Rad zu finden. Wer hier im sitzt, um sich vom Zoobesuch zu erholen oder vor dem Spaziergang im Tiergarten zu stärken, kann den Schiffspassagieren, die in der Schleuse festsitzen, geradewegs auf den Kopf gucken. Jahresrund gibt es hier eine mal deftige, mal mediterrane Küche. ;;tip_14096.jpg;Daniela Friebel/HiPi;adress
34426;Vanille & Marille;Eismanufaktur;;Hagelberger Straße 1;10965;Berlin;Kreuzberg;030 78954731;hallo@vanille-marille.de;www.vanille-marille.de;U-Bhf. Mehringdamm;;52,49159;13,38636;Leydenallee 92 (Steglitz), Friedrich-Wilhelm-Straße 22 (Tempelhof), Belziger Straße 26 (Schöneberg);Essen + Trinken;Eisdielen;"In einer ruhigen Seitenstraße vom Mehringdamm wird das Eis selbst hergestellt. Kreationen wie ""Kreuzberger Blütenhonig mit Buttermilch"" machen die Auswahl nicht leicht. Da sich der gute Geschmack ausbreitet, gibt es neuerdings auch ein Eiscafé in Tempelhof. Wer sich dafür interessiert, wie genau Eiskrem und Sorbets eigentlich entstehen, kann sich mit einer Gruppe zu einer halbstündigen Führung anmelden und direkt probieren. Lecker lecker!";;tip_34426.jpg;Ralf Lutter;adress
35844;Yoli;Frozen Yoghurt;;Invalidenstraße 112;10115;Berlin;Mitte;030 20215399;welcome@yoliland.de;www.yoliland.de;U-Bhf. Naturkundemuseum;Sommer Mo 13-19 Uhr, Di-So 11-21 Uhr bis Ende September;52,5306106;13,383608;Münzstraße 11c (Mitte), Bergmannstraße 71/72 (Kreuzberg);Essen + Trinken;Eisdielen;Minimalistisch und im Design fast ganz in Weiß und trotzdem knallbunt - so präsentiert sich der Yoli Store in Berlin-Mitte. Frozen Yogurt, ist die gesunde Alternative zu Eiscreme. Die gibt es jetzt auch in der Kreuzberger Bergmannstraße zu verschlingen, nebst Smoothies, leckeren Parfaits und Crepes. ;;tip_35844.jpg;ISABELLE LOEHR (ISAWORKS)   ;adress
26332;Albrechts Pâtisserie;;;Rykestraße 39;10405;Berlin;Prenzlauer Berg;030 44017273;post@albrechts-patisserie.de;www.albrechts-patisserie.de;U-Bhf. Senefelderplatz, Tram M2, M10;Mo-Fr 9-18 Uhr, Sa+So 10-18 Uhr;52,5376068;13,4214204;Winterfeldtstraße 45 | 10781 Berlin-Schöneberg | T: 23609457 | Pappelallee 36 | 10437 Berlin-Prenzlauer Berg;Essen + Trinken;Süßkram;Raffinesse ist das Zauberwort in Albrechts Pâtisserie. Hier ist alles mit Feinheit hergestellt, und zwar hausgemacht nach traditionellem Konditorhandwerk. Selbstverständlich gibt es hier auch Geburtstagstorten, die gerne nach den Wünschen der Kunden zusammengestellt werden. Neuerdings gibt es auch eine Filiale in der Pappelallee.;;tip_26332.jpg;;adress
19539;Bonbonmacherei;;;Oranienburger Straße 32, in den Heckmann Höfen;10117;Berlin;Mitte;030 44055243;;www.bonbonmacherei.de;S-Bhf. Oranienburger Straße;Mi-Sa 12-20 Uhr, Sommerpause Juli+August, Kochen jeden Sa 14, 16+18 Uhr, Termine Mi-Fr  tel. erfragen ;52,52541;13,39376;;Essen + Trinken;Süßkram;"In der Berliner Bonbonmacherei können Interessierte nicht nur kaufen und probieren, sondern auch zuschauen, wie das süße Zuckerwerk hergestellt wird. Das über 30 verschiedene Sorten umfassende Sortiment wird nach überlieferten Rezepten in Handarbeit zubereitet. Berliner Waldmeisterblätter, Feuerhimbeeren oder einfach nur leckerste Brustkaramellen: einfach unwiderstehlich diese Nostalgie-Drops! 
";;tip_19539.jpg;Berliner Bonbonmacherei;adress
17276;Kadó Lakritzfachgeschäft;Lakritz-Fachgeschäft;;Graefestraße 20;10967;Berlin;Kreuzberg;030 69041638;info@kado.de;www.kado.de;U-Bhf. Schönleinstraße;Di-Fr 9.30-18.30 Uhr, Sa 9.30-15.30 Uhr;52,4926528;13,4173648;Märkte: Sa Hackescher Markt (Mitte), Kollwitzmarkt (Prenzlauer Berg), Winterfeldtmarkt (Schöneberg);Essen + Trinken;Süßkram;Man liebt es oder man hasst es, das schwarze Süßholzwurzel-Bonbon. Für die eine Hälfte ist dieser sympathische Laden in der Graefestraße ein Pilgerort. Hier finden sich reihenweise Lakritz-Besonderheiten, die das Wasser im Mund zusammenlaufen lassen. Schon der Geruch verzückt beim Eintreten und selten geht man ohne ein Geschenk für sich selbst oder andere wieder hinaus. ;;tip_17276.jpg;Kadó;adress
35434;Kochhaus;;;Schönhauser Allee 46;10437;Berlin;Prenzlauer Berg;030 577089100;info@kochhaus.de;www.Kochhaus.de;U-Bhf. Eberswalder Straße;Mo-Fr 10-21 Uhr, Sa 9-21 Uhr;52,4862; 13,3559;"5Prenzlauer Berg
Mo–Sa 10–21 Uhr | Schönhauser Allee 46 | Tel. 030 5 77 08 91 00 | U 2 Eberswalder Straße (215 D3)
5Kreuzberg
Mo–Sa 10–21 Uhr | Bergmannstr. 94 | Tel. 030 5 77 08 91 00 | U6 Mehringdamm (XX YYY)";Essen + Trinken;Rund ums Essen;Ein gelungenes Abendessen fängt beim Einkauf an. Aber vor Supermarktregalen macht sich oft Ratlosigkeit breit. Hier hilft das Kochhaus mit einer genialen Handreichung: Appetitanregend angerichtete Kochideen mitsamt zugehörigem Rezept. Da kommt Abwechslung auf den heimischen Teller! ;;tip_35434.jpg;kochhaus gmbh;adress
17212;Alba Berlin;;;Cantianstraße 24;10437;Berlin;Prenzlauer Berg;030 30090550;info@albaberlin.de, tickets@albaberlin.de, minibasketball@albaberlin.de;www.albaberlin.de;U-Bhf. Eberswalder Straße, Bus N2, Tram M1, M10;Mo-Fr 10-17 Uhr;52,5419367;13,4079757;;Sport + Spaß;Sportvereine;"Wenn Basketball, dann im Berliner Bundesligaverein. Die Talentschmiede von Alba freut sich stets über ambitionierten Nachwuchs, der Freude am Dribbeln und Passen hat und am besten einen Kopf größer ist als seine Mitschüler. Und das nicht nur für Jungs! Schon für die 5jährigen gibt es Ballspielgruppen, richtigen Basketball dann ab 9 Jahren. All das in einem über mehrere Trainingsstätten verteilten und abwechlsungsreichen Kinder- und Jugendprogramm. Auch am Spielfeldrand wird getobt: Die Albambinis sind die kleine Variante der Cheerleader und haben ab und an bei Bundesligaspielen ihren großen Auftritt. 
";ab 8 Jahre;tip_17212.jpg;Camera4;adress
10235;Berliner Basketball Verband;;;Hanns-Braun-Straße, Friesenhaus 2;14053;Berlin;Charlottenburg;030 89364813;info@berlinerbasketballverband.de;www.binb.info;U-Bhf. Olympia-Stadion;Büro- und Besuchszeiten: Do 15.30-18.30 Uhr und nach Vereinbarung;52,518261;13,24136;;Sport + Spaß;Sportvereine;Die Berliner Basketballvereine haben es sich zur Aufgabe gemacht, den Basketball und Streetbasketball in Berlin unter besonderer Berücksichtigung jugendpflegerischer Arbeit zu fördern. Auf der Internetseite kann man den nächsten Verein finden, sich über Spielpläne informieren oder einfach einen Überblick über die Berliner Basketball-Szene bekommen. ;;tip_10235.jpg;Andreas Schwarz;adress
42294;Asprini Club im Aspria;Spa;;Karlsruher Straße 20;10711;Berlin;Wilmersdorf;030 890688810;resbe@aspria.de;www.aspriahotel.de;S-Bhf. Halensee, Bus M19, M29, X10;Mo,Mi,Do 9.00-13.00 und 15.00-19.00, Di+Fr 9.00-13.00 und 15.00-20.00 , Sa+So 10.00-18.00;52,5009;13,29459;;Sport + Spaß;Fitness;Das Aspria am Ku'damm ist eine Oase für Spa & Sport, in der sich die ganze Familie wohlfühlt. Während die Eltern das riesige Fitness- und Wellnessangebot nutzen, dürfen die Kinder sich im Asprini Club austoben. Bereits Kleinkinder ab acht Wochen werden hier professionell betreut. Stets gibt es Lern- und Bewegungsspiele für die Kinder, und die Älteren können etwa beim Schwimmen, Tanz und Kampfsport ihren Körper ins Gleichgewicht bringen. Der Asprini Club ist auch ein idealer Ort für Kindergeburtstage. Ob bei einer Pool-Party oder der Jagd auf das Kitzelmonster, hier wird von der Deko bis zur Versorgung an alles gedacht. Auch im Ferienprogramm sind die Kinder hier in guten Händen! ;;tip_42294.jpg;Aspria;adress
37518;Gesundheitszentrum Sonne & Mond;;;Schwedter Straße 1;10119;Berlin;Prenzlauer Berg;030 54713475;info@sonneundmond.com;www.sonneundmond.com;U-Bhf. Senefelderplatz;Siehe Kursplan;52,532973;13,411839;;Sport + Spaß;Yoga;"In den schönen lichten Räumen gleich am Senefelder Platz bieten Alexander Peters und sein Team ein großes Angebot an Yogakursen an. Neben fortlaufenden Yogakursen wird auch Kinderyoga für alle Altersstufen, Schwangeren- und Rückbildungsyoga angeboten. Neben Yoga ist die ayurverdische Lehre mit Workshops und Forbildungen ein weiteres Standbein von Sonne und Mond.
";;tip_37518.jpg;Sven Hagolani / www.hagolani.com;adress
37703;PilatesSalonBerlin;;;Berliner Straße 29a, 2.HH;13189;Berlin ;Pankow;030 81030846;marleen@pilatessalonberlin.com;www.pilatessalonberlin.com;U+S-Bhf. Pankow, U-Bhf. Vinetastraße;siehe Kursplan;52,56339;13,41176;;Sport + Spaß;Yoga;Ob Anfängerin oder Fortgeschrittene, jede kann sich in den schönen Räumlichkeiten an Yoga und Pilates ausprobieren. Besonderen Augenmerk legen die Salonlehrerinnen auf die Schwangerschaft und die erste Zeit nach der Geburt. Neuerdings können auch Kinder auf´s Parkett - beim wöchentlichen KinderYoga ab vier Jahren. ;;tip_37703.jpg;Natalie Hünermund;adress
37515;Spirit Yoga ;;;Rosenthaler Straße 36, in den Rosenhöfen, Aufgang G;10178;Berlin;Mitte;030 27908503;info@spirityoga.de;www.spirityoga.de;U-Bhf. Weinmeisterstraße, S-Bhf. Hackescher Markt;siehe Kursplan;52,52462;13,40277;"Charlottenburg
Mit Spa | Kurse Mo, Mi 9.45–22.15, Di, Do 8.30–22.15, Sa 10–19.45, So 10.15–19.45 Uhr | Goethestr. 2-3 | Tel. 030 7 90 85 05 | U2 Ernst-Reuter-Platz (XXX YY)

Zehlendorf
Kurse Mo 9–21.45, Di 18–22, Mi 8.30–22.15, Do 9–21, Fr 9.45–20, Sa 9.30–19.15, So 9.30–20.15 Uhr | Martin-Buber-Straße 23 | Tel. 030 3 38 46 59 80 | S1 Zehlendorf (XXX YY)
";Sport + Spaß;Yoga;"In den drei Studios von Spirit Yoga wird ein von Gründerin Patricia Thielemann selbst entwickelter Stil gelehrt, der von der Poweryoga-Art Vinyasa Flow geprägt ist. Dynamisch fließen hier alle Bewegungen ineinander über. Aber auch Pilates wird regelmäßig angeboten und ein besonderer Schwerpunkt ist prä- und postnatales Yoga. Der im Anschluss an jede Stunde gereichte Tee ist schon ein Klassiker und lässt noch eine Weile die angenehme Atmosphäre nachspüren. 

";;tip_37515.jpg;Spirit Yoga;adress
17672;Yoga Sky;;;Am Tempelhofer Berg 7d;10965;Berlin;Kreuzberg;030 69505224;berlin@yoga-sky.de;www.yoga-sky.de;U-Bhf. Platz der Luftbrücke, Bus 104, 140;siehe Kursplan;52,4881377;13,388536;;Sport + Spaß;Yoga;Yoga Sky bietet alles von dynamischem-kraftvollem bis zu sanft-meditativem Yoga. Es gibt Yoga für alle: Für Kinder, Jugendliche, Schwangere, Mütter mit kleinen Kindern. Parallel zu den Kinderyoga Kursen findet eine Yogaklasse für Eltern statt - zum Familientarif. Wer nach dem Kurs an Entspannung noch nicht genug hat, schwitzt noch eine Runde in der studioeigenen Sauna.;;tip_17672.jpg;Sabine Volmar;adress
